,Sentence,test
12597,박용택 사람 때려놓고 쪼개는거 진짜 극혐 인성다드러남,싫음
12598,목적을위해 인간목숨을 경시여기는넘는 쓰레기니라 너도죽어볼거당,싫음
12599,비양심 살인자 놈!!!,싫음
12600,초록마을 안되겠네~바꿔먹어야겠다,싫음
12601,아빠나 딸이나 총 맞을짓 하는건 똑같네,싫음
12602,왜 저딴 쓰레기들이 보수야. 저것들은 범죄자 옹호단체지.말 똑바로써라,싫음
12603,티파니가 친일파일줄이야...,싫음
12604,국민이더 억울하다 ..쳐닥쳐라,싫음
12605,또라이들.... 천심이라~~~ㅋ,싫음
12606,머리는 생각하라고 달린건데...광복절에...,싫음
12607,좃티비씨가 싸지른 똥이 촛불로 변했습니다,싫음
12608,업뎃을 해줘야하지!!,싫음
12609,진짜 국민을 우롱하나 ㅂㄷㅂㄷ,싫음
12610,요즘 누가 한국겜하냐.. 우리나라는 진짜 답없다,싫음
12611,어울리지 않는 자리에 저런 사람을 뽑아놔서 온 국민 절반 이상이 힘들어 하는데 달린 눈으로 뭘 보고 사는거냐 캐비어?,싫음
12612,이런거 보면 윗대가리에 얼마나 많은 친일파가 자리하고 있는지 알수 있다,싫음
12613,가스먹인 닭 모가지를 비틀어 끓는물에 쳐 넣었음 소원이 없겠다,싫음
12614,엥? 사실상 무리뉴 떠나고 베일왔는데 기자 먼개소리야,싫음
12615,난 참 이해가 안되는게 돈만있으면 할배랑도거시기도 대준게 말도안댐,싫음
12616,꼴랑 국갓돈 백억가지고 별 유세를 다 떠네 OOO새기 ㅋㅋㅋㅋ 아베 진심 토나온다,싫음
12617,맞다....한국 남자가 아니라. 남자놈들은 다 쓰레기다.,싫음
12618,구속이 정의다!!,싫음
12619,촛불시위에 나돌아 다니는 땡중 사이비 목사 좌빨 신부들 때문에 절대로 안간닷,싫음
12620,진짜 대중은 개돼지라는말을 새삼 느끼게 된다 ㅋㅋㅋㅋㅋ,싫음
12621,최순실 딸답게 연기를 참 잘해.,싫음
12622,응원한다 약쟁이선수들 다물리쳐라,싫음
12623,일베는 사회악입니다.,싫음
12624,하지원 시크릿가든에 애착많은데 근라임이 떵물끼얹네,싫음
12625,내가정해준다 300원씩만받어라 닭아,싫음
12626,공기업 특유의 꼴통마인드는 여전하구나 kt,싫음
12627,이런 미심쩍은 사건에 대해서는 반드시 재수사 필요합니다.,싫음
12628,더러운육신덩어리들!!!!,싫음
12629,나라가 검찰이 언론이 법원이 미쳐날뛰고있다,싫음
12630,교도소- 검찰 - 청와대 같은 쓰레기통,싫음
12631,그런 논리면 독도 주고 대마도 받자,싫음
12632,근데 촛불집회....세월호...소녀상....만날 이런거나 하고 있으면 ...먹고살게 생기고 경제가 살아납니까?????,싫음
12633,화형!!화형!!,싫음
12634,반아시아 연합국 중국 제품 사지 말자,싫음
12635,강남보건소 너거는 머하냐 미친거 아이가,싫음
12636,어떻게 검찰이 못잡고.. 일개 언론사가 잡냐?? 이거 뭐냐? 일부러 안잡은 거냐? 검찰아?,싫음
12637,캔디의 이라이자도 이 정도는 아니였다.국쌍!!!,싫음
12638,정신이 언두로메다 외개인출신 박그x답이업다 수백명 애들 물속에.....,싫음
12639,드럽게 멍청하네,싫음
12640,나라가 썩어빠졌어,싫음
12641,청부업자는 뭐하나,싫음
12642,도대체 아는게 뮌데,싫음
12643,저런 범법자가 국민세금으로 월급받고 청와대에서 호위호식하네,싫음
12644,"저 두사람 뺄꺼면 하하,왕코도 빼라!",싫음
12645,욕이 저절로 나오네,싫음
12646,견찰 ㅋㅋㅋ 니들 정말 그렇게 해라 북한 보위부냐,싫음
12647,고위층 연봉만은 계속 상승중~~,싫음
12648,박통만아니면됨ㅋㅋㅋ,싫음
12649,한마디로 열받는다.,싫음
12650,개 ㅇ년이 발악을하네,싫음
12651,이미국민들마음은청와대코앞에서외치고있는데귀머거리인가,싫음
12652,기아가 그실력으로 4위~~웃긴다. 난 기아팬이다.~박찬호 좀 제발...기용하지 마라.,싫음
12653,돈버니 체력ㆍ정신ㆍ엉망이네 개인기도 중국이 좋구먼 원정서는무조껀 진다,싫음
12654,박그네 최순실파도 와해시켜서 깜방보내라 이것이더시급하다,싫음
12655,박근헤 머리로 떨어져라,싫음
12656,꼭 이번주 탄핵 통과되어 다음주는 국민 승리 축하 촛불문화제를 열자!!,싫음
12657,구원파관계자 박진영이 원더걸스를 수장시키는구나,싫음
12658,삼성이 신뢰를 다시 쌓으려면 전량 모아서 화형식을 해서 보여줘야 된다,싫음
12659,이대뿌니냐연대고대도 조사해봐라,싫음
12660,미친소리하고자빠졌네 온국민이 다알고있는데,싫음
12661,머 이런 것들이 다 있냐?,싫음
12662,기레기 ㅅㅋ들 싸게 파는 꼴을 못보네,싫음
12663,이 악마ㅅㄲ는 당장 가둬라 말이 필요없다,싫음
12664,조직범죄 스토킹 엄벌해주세요,싫음
12665,돈이면 나라도 팔아먹는 병신년들,싫음
12666,병신년은 병신년이네..,싫음
12667,청장새끼부터 구속해야겠다,싫음
12668,"마찰이 아니라, jtbc 기자와 피켓 시위자를 폭행 했습니다.",싫음
12669,한용덕은 빼가면 안된다 이눔드라!!!!!!!!,싫음
12670,이게 말이되냐 환불하고 판매중단해야지,싫음
12671,증세있고 복지는없는 우리나라 ㅋㅋㅋ,싫음
12672,"노예,거지창조과학부",싫음
12673,어디 쳐 박아버리지!!,싫음
12674,생긴거봐라 진짜 꼴도보기싫다,싫음
12675,헌재를 우습게 알고 잇음,싫음
12676,궄민에게 수치심을 느끼게 한것이 헌법위반이다,싫음
12677,쓰레기 매국노들~그냥 평생 몸에 일장기 꽂고 살아라!,싫음
12678,삼성 신제품 나오면 1호는 순실이몫,싫음
12679,내가 이럴려고 댓글 쓰고 있었나..자괴감 든다,싫음
12680,해체해라 특검의폭언 삼족운운 사실이라믄해체가답이다글구 기업인 억지로 엮지마라 역풍맞는다,싫음
12681,똥물에 튀겨쥑.일.년.,싫음
12682,왜 사냐...........,싫음
12683,정상근무?그럼 왜 대통령이 어디있었는지 아는 사람이 없대?,싫음
12684,놀러왔냐.아님감찰왔냐?,싫음
12685,망할 개한민국,싫음
12686,중졸이 문제냐. 공범인데.,싫음
12687,이정도면 중국에 보상금 청구해야함...,싫음
12688,저거 관계자들 잡아다가 책임을 물어야된다.,싫음
12689,조윤선 화장 지우고 수감자 옷 입은거빨리보고싶다,싫음
12690,바끄네 살 꼽데기 뜯어버리고 싶넹~,싫음
12691,누굴 바보로아나,싫음
12692,한국의 외교부는 왜교부인가,싫음
12693,날씨추운데 뉴스거리 참 웁다. 웁써,싫음
12694,"다시는 영국 방문 하지 말아, 잔핑들",싫음
12695,국민들 피땀흘린 세금이 엉뚱한 곳에 있다니..,싫음
12696,더러운 인간들때문에 희생되는구나.......,싫음
12697,"조여옥,남동생 다잡아꾸겨넣어라 머하냐",싫음
12698,"도서정가제, 단통법 시장경제를 역행하는 대표적인 악법",싫음
12699,조선왕조500년 역사? 고려역사 에도 없는 희대의 반역 죄인들이다! 그나마 예를 갖추어 능지처참 합시다!,싫음
12700,처음엔 많이 실망하고 탄핵해야한다 생각했지만 지금은 치밀한 계획하고 탄핵시킬려고 한고 같다,싫음
12701,도도한 뚱땡이 꼴통들아 한마디좀 해봐,싫음
12702,박근혜는 국가의 재앙이다,싫음
12703,반드시 처벌해야만 함,싫음
12704,사실이라면 당신은 진정 이 시대에 악마 입니다,싫음
12705,넌 음주운전은하지마라,싫음
12706,최순실박그네김영재~몽땅 한방쳐넣어라~,싫음
12707,군대는 가셔야죠??,싫음
12708,권위주의가 아직도 팽배하네 썩어빠진 인간들아,싫음
12709,누구 대가리에서 나온건지 머리털을 죄다 뽑고싶다,싫음
12710,애휴 국민의 지팡이가 아니라 국민을 지휘하려는 지휘봉이구만,싫음
12711,말은 아무나 타나 금수저나 타지 바보들아,싫음
12712,침묵하는 다수 숨죽인 민심이 무서움,싫음
12713,강력범죄나 강력처벌해라 핫바리들아,싫음
12714,나가 죽어라그냥,싫음
12715,구랏성 예보로 사람들의 체감 온도는 상승세로 보이네요.,싫음
12716,이젠 소영소국으로 가는 시발점.,싫음
12717,싹 다 잡아들이고 내란죄로 처벌하라 쓰레기들!,싫음
12718,초미세 중국발이 거의다임 시방새들아,싫음
12719,약에 취해 광란의 질주~~쾅~~에라이 무책임한 놈,싫음
12720,일본아 우길걸 우겨라,싫음
12721,박원순 지하철예산 삭감 조사하라.,싫음
12722,지미 욕나온다 이런게 뉴스라고,싫음
12723,처음부터 거짓말을 했던 박근혜 대통령 이래도 자진 퇴진 하야 하지않으면 다음주에는 500백만 갑시다,싫음
12724,아이폰? 한국 된장년들의 필수 아이템이지.,싫음
12725,18어찐저렇게뻔뻔할수가있냐?,싫음
12726,무리인걸 알면서도 옮긴거잖아 이런 미친것들,싫음
12727,구속시켜!,싫음
12728,중국짱깨들아 너희나라 어선들이나 원격조정해서 데려가라!,싫음
12729,이래서 좌파는 쓰레기다,싫음
12730,이거 그 기자 고소못하나?ㅡㅡ,싫음
12731,극우익새기들 제발 죽여주세요,싫음
12732,대한민국 가장쓰레기 집단이다.,싫음
12733,사과하면 끝난다니 무슨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이미 끝난거지 븅 1딱들아 또 속으려고?? 에휴 한심하다,싫음
12734,그러니까 진작에 자주국방햇어야지 이 0신새끼들아,싫음
12735,선동 좀 그만해라 국민들 세뇌된다...,싫음
12736,세월호 독한놈들이다 그렇게 받고고 이짓거리한다,싫음
12737,둘다 무기징역아니면 납득못한다,싫음
12738,저렇게 다 모르면저것이 진실이다이 씨빠란 넘들아에효 OOO,싫음
12739,내일 날씨도 못 맞추는 것들이 무슨 다음주 날씨를 예보하고 자빠졌어 ㅡㅡ,싫음
12740,바꾸네 아빠는...혈서까지 쓴노옴인데.......뭔 저거가지고 난리야...,싫음
12741,밥이 쳐넘어가냐? 어? 이 색히야,싫음
12742,아무것도 쳐묵지마라 먹는소리도 씨끄럽다,싫음
12743,마스크 착용한 사람들은 빨갱이 인민들이다.,싫음
12744,청문회에서 구라친 것들 위증죄 강화해서 거짓말 못하게 해라,싫음
12745,이것이 죄가 아니라면 법을 바꿔야하는 것이 아닌가.,싫음
12746,Jtbc 는 자신의 죄를 알렸다!,싫음
12747,이런데도 차살때 파썬하는 놈들은뭐냐?,싫음
12748,국가 경제 파탄 내지 말고 이제 내려 와라 이 x아,싫음
12749,다 잡아들여 진도에 수장시켜라~~~~,싫음
12750,정신나간 년놈들이 한둘이 아니구먼,싫음
12751,쪽팔린줄 알아라.. 속초시 관계자들은!!,싫음
12752,중소기업이라니...뭔 중소기업2세 주제!?에 갑질이냐 어이없네,싫음
12753,경상도 알바 특징 전라도 사람 가치 깐다 그ㅡ러니 일베 소리듣지,싫음
12754,박근혜 죽일수있는 방법좀 알려주라,싫음
12755,여의도 새순실~ 개누리 국민의 심판을 꼭 받을것이다,싫음
12756,염병들을 한다 진짜,싫음
12757,넌 작가로써 국민에게 해서는안될소리한거다 이더러운작자야,싫음
12758,일단 폭스바겐 사태를 떠나서 뒤에서 쥐샛끼 짓거리하는놈이 있는것같다. 난 흉다이가 폭스바겐 사태로 최대이익을 본다는점과 평소 해온 야비한 행위들로 흉다이가 뒤에서 조장하고있다고 확신한다. 사실 진짜 철퇴를 여러번 맞았어야하는 쓰레기회사. 최근 흉다이가 광고를 대폭 늘인건 알고있냐?,싫음
12759,이라크와 시리아에 폭탄을 트럭째 쏫아 붓겟네 !!,싫음
12760,엘시티 꼭대기에 박그네 있다.,싫음
12761,꺼져라 쪽바리새 ㄲ ㅣ 들아!가서다시는 오지마라. 오면대사관쓸어버릴거다! 쪽 바 리 들아!!,싫음
12762,아! 저 쌍판 언제 까지 봐야해,싫음
12763,야구좀 한다고 100억정도준다니 세상참 더럽다,싫음
12764,ㅋㅋㅋㅋ대한민국을 자기 금고처럼 쓴거네,싫음
12765,아오 여러분.. 길에서 점마 보믄 깝시다! 카악! 퉤,싫음
12766,JTBC는 태블릿이 어디서 나왔는지 못밝히면 너희들이 조작한게 확실하다,싫음
12767,지 애비한태 나쁜것만 죄다 배웟군.....으이그...,싫음
12768,박근혜 대통령 지지 선언이네?,싫음
12769,광화문광장에 전부 불태워,싫음
12770,미국이야말로 양의 탈을 쓴 악마,싫음
12771,하아...주먹으로 명치를 세게 때리고 싶다.,싫음
12772,사기 야 사기 모두가 삭기꾼 대통령부터 사기다.,싫음
12773,검찰 아니죠 쇼보여주는 견찰이죠,싫음
12774,디져봐야 저승맛을 알지,싫음
12775,협력사 피 빨아 먹는 놈들,싫음
12776,순실*근혜는 법보다 주먹이 우선이다,싫음
12777,들어올 생각 하지 마라,싫음
12778,악질이다 이색히,싫음
12779,아들이 너무 못해서 차라리 내가 한다 류,싫음
12780,아들을 보는앞에서 패고 찢ㅇ어죽ㅇ여야 정신차리지,싫음
12781,박사모?? ㅆ ㅂ 뇌가 있는거냐??? 왜사냐 이사람들????,싫음
12782,누가 이기나 보자. 이번 주도 간다,싫음
12783,피해자 코스프레.,싫음
12784,쉬불 짱개 세리덜....,싫음
12785,대통령코스프레가그렇게하고싶을까 찌질한ㄴ,싫음
12786,선거전에만 일하는 국회의원 ㅉㅉㅉ,싫음
12787,에슐리 영 안들어갔어 린가드야 기자야,싫음
12788,새누리 친박들은 왜 이완영 같은 쓰레기들로 도배를 했냐?,싫음
12789,노무현이 박근혜가 나오고 나서 빛나는 이유기도 하지.,싫음
12790,죄를 지었으면 벌을 받는게 정의다.,싫음
12791,중국에만 유독 굽실거리는 애플도 이젠 꺼질때라고 본다,싫음
12792,"어떤늠인지 신상을 밝혀라,,,, 온나라가 발정남 수컷들의 세상인가???",싫음
12793,정유라가 누구의 딸인지반듯이 유전자 검사해야한다,싫음
12794,전세계멸망 제2의 히틀러 !!!!!!,싫음
12795,박근혜 최순실 반드시 사형시키자!!!,싫음
12796,여러분 병신이 나타났습니다~~~,싫음
12797,통일교비리는 수사하면 그들이가진 기업들의 세무비리와 세계일보의 만행이 모두드러난다.,싫음
12798,이렇게 국민의 세금은 나랏님들 주머니속으로 진짜 미개하다,싫음
12799,기상청 뿅쉰들^^,싫음
12800,법위에 재벌있다는게 증명이 된 순간이다.,싫음
12801,비박 찬성자들은 토욜 광화문에 나와 찬성이라고 선포해서 차별화해라.,싫음
12802,독재자 아버지에게 정말 나쁜 것만 배웠군...,싫음
12803,최순실 재산 몰수하면 충분해,싫음
12804,자국 기업이 자국민을 호구로 아는데 외국기업이 뭘 얼마나 잘해주길 바라냐,싫음
12805,됏거덩~~~오늘밤가튼소리하네ㅋㅋㅋ,싫음
12806,욕할가치도없다,싫음
12807,너 이름은 이제 이완용이다!!!,싫음
12808,박근혜가 피노키오였다면 코가 얼마나 길어졌을까?,싫음
